,name,address,sido,gugun
709,원천점,경기도 수원시영통구 매탄2동 동탄원천로1109번길 42 원천성일아파트상가동 103호,경기도,수원시영통구
710,유성1점,대전광역시 유성구 게룡로60번길 60-2,대전광역시,유성구
711,유성2점,대전광역시 유성구 장대동 269-8,대전광역시,유성구
712,유천2점,대전광역시 중구 유천동 127-7,대전광역시,중구
713,율도점,인천광역시 서구 신현동 173-35,인천광역시,서구
714,율량점,충청북도 청주시청원구 공항로 114,충청북도,청주시청원구
715,율암온천점,경기도 화성시 팔탄면 율암리 842-40,경기도,화성시
716,율하점,대구광역시 동구 율하동로12길 12(율하동),대구광역시,동구
717,으뜸점,광주광역시 서구 치평동 1168번지 해광한신@ 상가 113호,광주광역시,서구
718,은빛점,경기도 고양시덕양구 화중로130번길 5-19,경기도,고양시덕양구
719,은평구청점,서울특별시 은평구 은평로 200(응암동),서울특별시,은평구
720,은행나무점,서울특별시 금천구 탑골로 17,서울특별시,금천구
721,은행점,경기도 성남시중원구 산성대로582번 14. 1층(은행동),경기도,성남시중원구
722,은행택지점,경기도 시흥시 은행로 107,경기도,시흥시
723,음봉점,충청남도 아산시 음봉면 산동안길 10,충청남도,아산시
724,음성점,충청북도 음성군 음성읍 시장로 95,충청북도,음성군
725,응암1점,서울특별시 은평구 응암동 124-17,서울특별시,은평구
726,의당.신한점,충청남도 공주시 의당면 연수원길 115-2 102호,충청남도,공주시
727,의정부지사, ,,
728,이대점,"서울특별시 마포구 숭문16길 10, 1층(염리동)",서울특별시,마포구
729,이도점,"제주특별자치도 제주시 도남로15길 4-12, 101(도남동)",제주특별자치도,제주시
730,이매점,경기도 성남시분당구 이매로 54 이매촌분산상가 101호,경기도,성남시분당구
731,이수점,충청남도 천안시서북구 백석동 433-3,충청남도,천안시서북구
732,이원점,충청북도 옥천군 이원면 강청리 82-6,충청북도,옥천군
733,이월점,충청북도 진천군 이월면 진광로 789-1,충청북도,진천군
734,이주단지점,충청남도 당진시 송악읍 신복운로6길 7(1층),충청남도,당진시
735,이천사동리점,경기도 이천시 대월면 사동로 162,경기도,이천시
736,이천중앙점,경기도 이천시 서희로 37(중리동),경기도,이천시
737,이천현대점,경기도 이천시 부발읍 경충대로2110번길 14,경기도,이천시
738,이충점,경기도 평택시 이충로 35번길 51,경기도,평택시
739,이포점,경기도 여주시 금사면 이포로 60,경기도,여주시
740,이화동점,서울특별시 종로구 대학로 52(연건동),서울특별시,종로구
741,인계점,경기도 수원시팔달구 인계동 163번지,경기도,수원시팔달구
742,인덕원점,"경기도 안양시동안구 흥안대로517번 49, 1층(관양동)",경기도,안양시동안구
743,인동점,경상북도 구미시 인동19길  36-1 1층,경상북도,구미시
744,인동점(대전),대전광역시 동구 인동 147-7,대전광역시,동구
745,인월점,전라북도 남원시 인월면 인월리 249-16,전라북도,남원시
746,인제점,강원도 인제군 인제읍 비봉로 3,강원도,인제군
747,인제현리점,강원도 인제군 기린면 기린로 19,강원도,인제군
748,인창점,경기도 구리시 건원대로99번길 49,경기도,구리시
749,인천남부점,"인천광역시 남동구 성리로35번길 20-1(구월동, 1층)",인천광역시,남동구
750,인천남촌점,인천광역시 남동구 남촌동로 52-1,인천광역시,남동구
751,인천산곡대우점,인천광역시 부평구 산곡동 26-44 1층,인천광역시,부평구
752,인천삼환대우점,인천광역시 연수구 원인재로 124,인천광역시,연수구
753,인천신현점,인천광역시 서구 원창로239번길 4(가정동),인천광역시,서구
754,인천심곡점,인천광역시 서구 심곡로 170 상가동 1층 103호,인천광역시,서구
755,인천연수3점,인천광역시 연수구 연수동 540 문남상가 107호,인천광역시,연수구
756,인천연수5점,"인천광역시 연수구 먼우금로 126, 107호(동춘동, 대림현대)",인천광역시,연수구
757,인천연수6점,"인천광역시 연수구 샘말로 106-7(연수동, 1층 일부)",인천광역시,연수구
758,인천연수주공점,인천광역시 연수구 연수동 533 연수상가 103호,인천광역시,연수구
759,인천지사, ,,
760,인천청라2점,인천광역시 서구 청라루비로 144번길 6-6,인천광역시,서구
761,일신점,인천광역시 부평구 일신동 111-4,인천광역시,부평구
762,임계점,강원도 정선군 임계면 송계5길 5,강원도,정선군
763,임광점,경기도 수원시영통구 매탄3동 1180-4,경기도,수원시영통구
764,임은점,경상북도 구미시 임은길 50,경상북도,구미시
765,입암동점,강원도 강릉시 성덕포남로 89-10,강원도,강릉시
766,자유점,"강원도 원주시 자유시장길 7, 22-3(중앙동)",강원도,원주시
767,작전1점,"인천광역시 계양구 주부토로 468(작전동, 상가동1층6호)",인천광역시,계양구
768,작전3점,인천광역시 계양구 효성동 197-19,인천광역시,계양구
769,작전현대점,인천광역시 계양구 작전동 580-1 현대아파트상가 1층,인천광역시,계양구
770,잠실새마을점,"서울특별시 송파구 백제고분로7길 39, 1층 106호(잠실동,고려빌딩)",서울특별시,송파구
771,장계점,전라북도 장수군 장계면 한들로 81,전라북도,장수군
772,장기2점,경기도 김포시 김포한강1로 97번길 10-14 102호(장기동),경기도,김포시
773,장기월드점,"경기도 김포시 전원로 32, 116호(장기동, 월드상가)",경기도,김포시
774,장락고암점,충청북도 제천시 신죽하로 83-24(장락동),충청북도,제천시
775,장량점,경상북도 포항시북구 장량로87번길 6-15,경상북도,포항시북구
776,장림1점,부산광역시 사하구 장림동 641-180,부산광역시,사하구
777,장미점,서울특별시 송파구 신천동 7 장미 B-202,서울특별시,송파구
778,장성점,강원도 태백시 장성시장1길 3(장성동),강원도,태백시
779,장수점,경상북도 영주시 장수면 장수로 48,경상북도,영주시
780,장암주공점,경기도 의정부시 회룡로 223 (장암주공5단지아파트),경기도,의정부시
781,장양리점,강원도 원주시 소초면 장막1길 7,강원도,원주시
782,장위동점,서울특별시 성북구 장월로 90,서울특별시,성북구
783,장유2점,경상남도 김해시 대청동 291-1 ,경상남도,김해시
784,장유점,경상남도 김해시 무계동 278,경상남도,김해시
785,장평점,"경상남도 거제시 장평3로7길 58(장평동, 1층)",경상남도,거제시
786,장현점,경기도 남양주시 진접읍 봉현로36번길 12,경기도,남양주시
787,장호원점,경기도 이천시 장호원읍 샘재로147번길 26,경기도,이천시
788,장흥관산점,전라남도 장흥군 관산읍 관산로 119-1,전라남도,장흥군
789,장흥점,전라남도 장흥군 장흥읍 동교3길 8,전라남도,장흥군
790,적성점,경기도 파주시 적성면 청송로 1020,경기도,파주시
791,전곡터미널점,경기도 연천군 전곡읍 온골로 56,경기도,연천군
792,전남금산점,전라남도 고흥군 금산면 대흥리 360-20,전라남도,고흥군
793,전대리점,경기도 용인시처인구 포곡읍 전대로78번길 3-1,경기도,용인시처인구
794,전대점,"광주광역시 북구 서양로41번길 8, 1층(중흥동)",광주광역시,북구
795,전민점,"대전광역시 유성구 전민로10번길 49(전민동, 1층)",대전광역시,유성구
796,전북지사, ,,
797,전주금암점,전라북도 전주시덕진구 조경단로 44,전라북도,전주시덕진구
798,전주반월점,전라북도 전주시덕진구 반월동 1229 반월주공아파트상가 104호,전라북도,전주시덕진구
799,전하점,울산광역시 동구 전하동 618-8,울산광역시,동구
800,점동점,경기도 여주시 점동면 청안로 134,경기도,여주시
801,정남점,경기도 화성시 정남면 괘량리 1048-3,경기도,화성시
802,정릉4동점,서울특별시 성북구 정릉동 372-47,서울특별시,성북구
803,정릉점,서울특별시 성북구 돈암동 43-6,서울특별시,성북구
804,정림점,대전광역시 서구 정림동 666번지,대전광역시,서구
805,정산점,충청남도 청양군 정산면 서정리 168,충청남도,청양군
806,정선점,강원도 정선군 정선읍 정선로 1352,강원도,정선군
807,정읍상동점,전라북도 정읍시 상동 265-1(충정로 37),전라북도,정읍시
808,정자점(분당),"경기도 성남시분당구 황새울로116번 28, 1층(정자동)",경기도,성남시분당구
809,정자점(수원),경기도 수원시장안구 장안로 183,경기도,수원시장안구
810,조치원2점,세종특별자치시   조치원읍 조치원로 52,세종특별자치시,조치원읍
811,조치원3점,세종특별자치시   조치원읍 충현로 159 욱일@상가B07호,세종특별자치시,조치원읍
812,종로낙원점,서울특별시 종로구 낙원동 49,서울특별시,종로구
813,주공1점,경기도 평택시 평택2로 108 (비전동),경기도,평택시
814,주덕점,충청북도 충주시 주덕읍 신양로 109,충청북도,충주시
815,주문진점,강원도 강릉시 주문진읍 주문로 117,강원도,강릉시
816,주안2동점,인천광역시 남구 주안2동 551-26,인천광역시,남구
817,주안점,인천광역시 남구 염창로 84-3,인천광역시,남구
818,주원점,인천광역시 남구 주안동 1593-34,인천광역시,남구
819,주천점,강원도 영월군 주천면   주천로 88-1,강원도,영월군
820,죽림점,"경상남도 통영시 광도면 죽림1로 17-37, 102호(용문빌딩1층)",경상남도,통영시
821,죽변점,경상북도 울진군 죽변면 죽변북로 59,경상북도,울진군
822,죽산점,경기도 안성시 죽산면 중서길 1,경기도,안성시
823,죽전점,"경기도 용인시수지구 대지로 62, 104(죽전동)",경기도,용인시수지구
824,죽정점,충청남도 보령시 죽정동 646-9,충청남도,보령시
825,중곡1점,"서울특별시 광진구 용마산로7길 20(중곡동, 1층)",서울특별시,광진구
826,중곡2점,서울특별시 광진구 중곡동 199-27,서울특별시,광진구
827,중동1점,경기도 부천시원미구 중동 805-2 중앙 103호,경기도,부천시원미구
828,중동동성점,"경기도 부천시원미구 조마루로 233, 상가동1층121호(중동, 미리내마을)",경기도,부천시원미구
829,중리점(대구),대구광역시 서구 국채보상로38길 57-1,대구광역시,서구
830,중리점(대전),대전광역시 대덕구 중리남로 20,대전광역시,대덕구
831,중마점,전라남도 광양시 중동 1681번지 태영@ 상가 106호,전라남도,광양시
832,중문점,제주특별자치도 서귀포시 천제연로185번 3-1,제주특별자치도,서귀포시
833,중산점,경기도 고양시일산동구 탄중로 416 상가 109,경기도,고양시일산동구
834,중앙점(경주),경상북도 경주시 노동동 236-1,경상북도,경주시
835,중촌점,대전광역시 중구 목중로39번길 21,대전광역시,중구
836,중탑점,경기도 성남시분당구 양현로 539. 매화근린상가1층 104,경기도,성남시분당구
837,중화산동점,"전라북도 전주시완산구 따박골2길 3(중화산동2가, 1층)",전라북도,전주시완산구
838,중흥리점,충청남도 당진시 송악읍 송악로 685,충청남도,당진시
839,중흥설악점,경기도 부천시원미구 중동 1052 중흥주공상가 204,경기도,부천시원미구
840,증산동점,서울특별시 은평구 증산동 159-14,서울특별시,은평구
841,증평점,충청북도 증평군 증평읍 중앙로173,충청북도,증평군
842,지경리점,강원도 철원군 김화읍 청양로84,강원도,철원군
843,지곡점,충청남도 서산시 지곡면 무장리 920 오스카빌 103,충청남도,서산시
844,지리산온천점,전라남도 구례군 산동면 관산리 715-2번지,전라남도,구례군
845,지원점,광주광역시 동구 용산동 282-2번지,광주광역시,동구
846,지평점,경기도 양평군 지평면 지평의병로 96,경기도,양평군
847,직산부영점,충청남도 천안시서북구 직산읍 군수1길 10 부영아파트상가 107호,충청남도,천안시서북구
848,직산점,충청남도 천안시서북구 직산읍 삼은리 76-177,충청남도,천안시서북구
849,진달래점,서울특별시 강남구 역삼동 779-9,서울특별시,강남구
850,진도점,전라남도 진도군 진도읍 옥주길 22,전라남도,진도군
851,진량점,경상북도 경산시 진량읍 황제리 70-1 창신황제상가 203,경상북도,경산시
852,진보점,경상북도 청송군 진보면 진안리 384-4,경상북도,청송군
853,진부점,강원도 평창군 진부면 진부중앙로 70,강원도,평창군
854,진우점,강원도 원주시 현충로 272(태장동),강원도,원주시
855,진잠점,대전광역시 유성구 원내동 343-6,대전광역시,유성구
856,진주대곡점,경상남도 진주시 대곡면 광석리 315-1,경상남도,진주시
857,진천대곡점,대구광역시 달서구 상화로21길 49(진천동),대구광역시,달서구
858,진천점,"충청북도 진천군 진천읍 문화로 237-18, 101호",충청북도,진천군
859,진하점,울산광역시 울주군 서생면 깨목길 28,울산광역시,울주군
860,참이슬점,경기도 평택시 참이슬길 16,경기도,평택시
861,창녕점,경상남도 창녕군 창녕읍 명덕로 48,경상남도,창녕군
862,창동역점,서울특별시 도봉구 창동 135-14 1층 103,서울특별시,도봉구
863,창신동점,"서울특별시 종로구 지봉로5길 12, 1층(창신동)",서울특별시,종로구
864,창원남양점,경상남도 창원시성산구 가음로 13번길15,경상남도,창원시성산구
865,창현점,경기도 남양주시 화도읍 탕헌로 749 신명상가 108호,경기도,남양주시
866,천리점,경기도 용인시처인구 이동면 백옥대로 623,경기도,용인시처인구
867,천마점,경기도 남양주시 화도읍 멋갓로28번길 36,경기도,남양주시
868,천북점,충청남도 보령시 천북면 하궁길 2,충청남도,보령시
869,천안3점,충청남도 천안시동남구 봉정로 18,충청남도,천안시동남구
870,천안4점,충청남도 천안시동남구 오룡동 63-12,충청남도,천안시동남구
871,천안7단지점,"충청남도 천안시서북구 쌍용11길 57 109(쌍용동, 주공아파트 7단지상가)",충청남도,천안시서북구
872,천안백석점,충청남도 천안시서북구 백석5길 23-1(백석동),충청남도,천안시서북구
873,천안신당점,충청남도 천안시서북구 신당동 271-9,충청남도,천안시서북구
874,천안신방점,충청남도 천안시동남구 서부대로 피오레상가103 ,충청남도,천안시동남구
875,천안신부점,충청남도 천안시동남구 터미널7길 26,충청남도,천안시동남구
876,천안행복점,충청남도 천안시동남구 봉명동 372,충청남도,천안시동남구
877,천왕점,서울특별시 구로구 천왕로 56 천왕이펜하우스3단지 상가 1층 102호,서울특별시,구로구
878,천천2점,경기도 수원시장안구 화서동 706 진흥@상가 105,경기도,수원시장안구
879,천호점,"서울특별시 강동구 천중로18길 53, 1층 (천호동)",서울특별시,강동구
880,철산2점,경기도 광명시 철산2동 156-1 1층,경기도,광명시
881,철산3점,"경기도 광명시 도덕공원로 21-1. 비02호(철산동,힐타운상가)",경기도,광명시
882,청당점,"충청남도 천안시동남구 청수10길 12, 101",충청남도,천안시동남구
883,청도점,경상북도 청도군 청도읍 청화로 202-2,경상북도,청도군
884,청량리점,"서울특별시 동대문구 왕산로 247, 1층(청량리동)",서울특별시,동대문구
885,청룡동점,서울특별시 관악구 청룡길 20,서울특별시,관악구
886,청룡점(천안),충청남도 천안시동남구   구성2길 1(구성동),충청남도,천안시동남구
887,청림점,경상북도 포항시남구 청림동 588-2번지,경상북도,포항시남구
888,청북신도시점,경기도 평택시 청북면 옥길리 1165-7,경기도,평택시
889,청북점,경기도 평택시 청북읍 신포길56,경기도,평택시
890,청양점,충청남도 청양군 청양읍 읍내리 203-40,충청남도,청양군
891,청일점,강원도 횡성군 청일면 유동로 18,강원도,횡성군
892,청주강서점,충청북도 청주시흥덕구 가로수로1154 5-12(강서동),충청북도,청주시흥덕구
893,청주용암점,충청북도 청주시상당구 무농정로3번길 36(용암동),충청북도,청주시상당구
894,청주테크노점,충청북도 청주시흥덕구 송절동 822,충청북도,청주시흥덕구
895,청천2점,인천광역시 부평구 청천2동 11-35,인천광역시,부평구
896,청풍점,"충청북도 제천시 청풍면 청풍호로58번길, 10-16",충청북도,제천시
897,초가점,경기도 포천시 소흘읍 검바위길 84,경기도,포천시
898,초계점,경상남도 합천군 초계면 초계리 89-1,경상남도,합천군
899,초원점,충청남도 아산시 좌부동 84 초원상가 103,충청남도,아산시
900,초월점,경기도 광주시 초월읍 경춘대로 1043,경기도,광주시
901,초읍점,부산광역시 부산진구 연지동 340-28,부산광역시,부산진구
902,초지1점,경기도 안산시단원구 초지동 734-5 한양타워 114호,경기도,안산시단원구
903,총신대점,서울특별시 동작구 사당5동 213-7,서울특별시,동작구
904,추풍령점,충청북도 영동군 추풍령면 신안로 52-1,충청북도,영동군
905,춘천교대앞점,강원도 춘천시 공지로 111 ,강원도,춘천시
906,춘천명동점,강원도 춘천시 금강로76번길 (조양동),강원도,춘천시
907,춘천터미널점,강원도 춘천시 공지로 458(근화동),강원도,춘천시
908,춘천팔호광장점,강원도 춘천시 효자로 154(효자동),강원도,춘천시
909,충남금산2점,충청남도 금산군 금산읍 중도리 391-4,충청남도,금산군
910,충남서천장항점,충청남도 서천군 장항읍 장항로 125-1,충청남도,서천군
911,충남예산덕산점,충청남도 예산군 덕산면 읍내리 342-1,충청남도,예산군
912,충북진천덕산점,충청북도 진천군 덕산면 덕금로 809,충청북도,진천군
913,충주연수동점,충청북도 충주시 연원로 28(연수동),충청북도,충주시
914,충청지사, ,,
915,충효점,경상북도 경주시 충효중앙길 65(충효동),경상북도,경주시
916,칠곡2점,대구광역시 북구 구암동 674-4,대구광역시,북구
917,칠금점,"충청북도 충주시 금릉로 45, 109(칠금동, 현대아파트상가동)",충청북도,충주시
918,칠보점,경기도 수원시권선구 호매실동 470-8 상가 102,경기도,수원시권선구
919,칠성점,"대구광역시 북구 칠성로15길  8, 1층",대구광역시,북구
920,침산점,대구광역시 북구 침산동 1466-1,대구광역시,북구
921,탄현점,경기도 고양시일산서구 탄현로 74,경기도,고양시일산서구
922,탕정점,충청남도 아산시 탕정면 탕정면로 230-11,충청남도,아산시
923,태백점,강원도 태백시 먹거리길  66,강원도,태백시
924,태백주공점,강원도 태백시 감천로 28(황지동),강원도,태백시
925,태안점,충청남도 태안군 태안읍 시장2길 42,충청남도,태안군
926,태장점,강원도 원주시 북원로 2696(태장동),강원도,원주시
927,태전동점,"경기도 광주시 태봉로 31-3,  105호(태전동)",경기도,광주시
928,태전점,대구광역시 북구 태전동 162-30,대구광역시,북구
929,"태평1,3동점","경기도 성남시수정구 남문로 14(태평동, 1층)",경기도,성남시수정구
930,태평상가점,"인천광역시 계양구 계산4동 1085-2, 3 태평@상가 114",인천광역시,계양구
931,토곡점,부산광역시 연제구 연산동 410-2,부산광역시,연제구
932,통영1점,"경상남도 통영시 중앙로 255 106호(북신동,동우상가)",경상남도,통영시
933,통영2점,경상남도 통영시 도천동 1021-1 영생상가나동 111호,경상남도,통영시
934,퇴계동점,"강원도 춘천시 행촌로32번길  5-6, 1층",강원도,춘천시
935,퇴계원점,경기도 남양주시 퇴계원면 경춘북로 520번길 4,경기도,남양주시
936,퇴계주공점,강원도 춘천시 지석로 74-11 A13(퇴계동),강원도,춘천시
937,퇴촌점,경기도 광주시 퇴촌면 광동로 97,경기도,광주시
938,파동점,대구광역시 수성구 파동 199-22 1층,대구광역시,수성구
939,파인힐(공단점),경기도 시흥시 마유로 226 120호,경기도,시흥시
940,파장2점,경기도 수원시장안구 파장동 627-4,경기도,수원시장안구
941,파장점,경기도 수원시장안구 정자동 435-2,경기도,수원시장안구
942,판암2점,대전광역시 동구 판암동 234 6단지상가 101,대전광역시,동구
943,팽성점,"경기도 평택시 팽성읍 안정쇼핑로 77-2, 12",경기도,평택시
944,평거점,경상남도 진주시 진양호로 187,경상남도,진주시
945,평내점,경기도 남양주시 경춘로 1302,경기도,남양주시
946,평리점,대구광역시 서구 평리동 618-1,대구광역시,서구
947,평원점,강원도 원주시 평원로 67(평원동),강원도,원주시
948,평창점(강원),강원도 평창군 평창읍 평창중앙로 84,강원도,평창군
949,평촌3점,경기도 안양시동안구 관양동 1589-1 한가람상가 103호,경기도,안양시동안구
950,포천점,경기도 포천시 중앙로 184,경기도,포천시
951,포항오천점,"경상북도 포항시남구 오천읍 해병로337번길, 18-5",경상북도,포항시남구
952,포항이동점,경상북도 포항시남구 대잠동 469-3,경상북도,포항시남구
953,포항장성점,경상북도 포항시북구 성실로 24-1,경상북도,포항시북구
954,포항터미널점,경상북도 포항시남구 중섬로 25(대잠동),경상북도,포항시남구
955,표선점,제주특별자치도 서귀포시 표선면 표선리 839-7,제주특별자치도,서귀포시
956,풍납점,서울특별시 송파구 풍성로 24(풍납동),서울특별시,송파구
957,풍동식사점,경기도 고양시일산동구 숲속마을2로 100,경기도,고양시일산동구
958,풍무2점,"경기도 김포시 풍무로 51, 101(풍무동)",경기도,김포시
959,하남신도시점,경기도 하남시 신장2동 528 현대A 116-115,경기도,하남시
960,하당동아점,전라남도 목포시 신흥로45번길 2 상가112호,전라남도,목포시
961,하당부영점,전라남도 목포시 삼향천로91번길 26(옥암동),전라남도,목포시
962,하대원점,"경기도 성남시중원구 마지로155번길 25-7(하대원동,1층)",경기도,성남시중원구
963,하동점,경상남도 하동군 하동읍 읍내리 1283-2,경상남도,하동군
964,하북점,경기도 평택시 진위면 하북4길 3,경기도,평택시
965,하성점,경기도 김포시 하성면 애기봉로806번길 67,경기도,김포시
966,하소동점,충청북도 제천시 용두대로21길 9(하소동),충청북도,제천시
967,하안1점,"경기도 광명시 안현로 19(하안동, 단지상가 111호)",경기도,광명시
968,하안5점,경기도 광명시 하안1동 702-2 5단지 일반상가 109,경기도,광명시
969,하안7점,경기도 광명시 하안3동 295-1 주공7단지 종합상가 106,경기도,광명시
970,하안9점,경기도 광명시 하안동 13-2 9단지 종합상가 101,경기도,광명시
971,학다리점,강원도 홍천군  홍천읍 꽃뫼로 120,강원도,홍천군
972,학성점,강원도 원주시 천사로 164(일산동),강원도,원주시
973,학익점,인천광역시 미추홀구 한나루로 425  1층,인천광역시,미추홀구
974,학장점,부산광역시 사상구 학감대로 129,부산광역시,사상구
975,학하.한밭대점,대전광역시 유성구 학하남로19번길 16(계산동),대전광역시,유성구
976,한대역점,"경기도 안산시상록구 사동 1186-8, 101호",경기도,안산시상록구
977,한림점,제주특별자치도 제주시 한림읍 한림중앙로 3-1,제주특별자치도,제주시
978,한솔새롬점,세종특별자치시   새롬북로 13 상가3동 지하1층 130호(새롬동),세종특별자치시,새롬북로
979,한신점,인천광역시 서구 서곶로 12 한신종합상가 208호,인천광역시,서구
980,한아름점,경기도 부천시원미구 상동 393,경기도,부천시원미구
981,한주점,경기도 의정부시 평화로322번길 18(호원동),경기도,의정부시
982,함덕점,제주특별자치도 제주시 초천읍 평사길 4-3,제주특별자치도,제주시
983,함백점,강원도 정선군 신동읍 함백로 319,강원도,정선군
984,함양점,경상남도 함양군 함양읍 용평리 702-12,경상남도,함양군
985,함창점,경상북도 상주시 함창읍 구향리 115-8,경상북도,상주시
986,함평점,전라남도 함평군 함평읍 광남길 83,전라남도,함평군
987,합덕점,충청남도 당진시 합덕읍 합덕시장로 176,충청남도,당진시
988,합포점,경상남도 창원시마산합포구 장군동4가 24-6,경상남도,창원시마산합포구
989,해남점,전라남도 해남군 해남읍 중앙1로 98,전라남도,해남군
990,해미점,충청남도 서산시 해미면 남문5로 4,충청남도,서산시
991,해방촌점,서울특별시 용산구 용산동2가 1-46,서울특별시,용산구
992,해운대점,부산광역시 해운대구 우동 541-5 해운대비치오피스텔 101,부산광역시,해운대구
993,해운대좌동주공2,부산광역시 해운대구 좌동순환로 118 주공2단지 분산상가 나-105,부산광역시,해운대구
994,행당동점,"서울특별시 성동구 행당로 119 (행당동,1층)",서울특별시,성동구
995,향남점,경기도 화성시 향남읍 행정리 445-6,경기도,화성시
996,혁신점,강원도 원주시 건강로 17-3 (101),강원도,원주시
997,호계2동점,"경기도 안양시동안구 귀인로110번길 22, 1층(호계동)",경기도,안양시동안구
998,호계매곡점,울산광역시 북구 호계동 255-9,울산광역시,북구
999,호성점,전라북도 전주시덕진구 호성동 2길 9,전라북도,전주시덕진구
1000,호원점,경기도 의정부시 신흥로 119번길 54,경기도,의정부시
1001,홍도점,대전광역시 동구 홍도동 72-32,대전광역시,동구
1002,홍성2점,충청남도 홍성군 홍성읍 조양로 190,충청남도,홍성군
1003,홍성주공점,충청남도 홍성군 홍성읍 문화로72번길 92,충청남도,홍성군
1004,홍은1점,서울특별시 서대문구 홍은2동 9-56 1층,서울특별시,서대문구
1005,홍은동점,서울특별시 서대문구 홍은동 427-4,서울특별시,서대문구
1006,홍익대점,"서울특별시 마포구 독막로22길 21, 1층101호(창전동)",서울특별시,마포구
1007,홍익점,"경기도 안성시 금광면 종합운동장로 132, 홍익아파트상가 107",경기도,안성시
1008,화개점,경상남도 하동군 화개면 탑리 663-13,경상남도,하동군
1009,화곡1점,"서울특별시 강서구 월정로28길 24(화곡동, 1층)",서울특별시,강서구
1010,화명점,부산광역시 북구 화명동 1417-6,부산광역시,북구
1011,화봉.연암점,울산광역시 북구 송내1길 18(화봉동),울산광역시,북구
1012,화서점,경기도 수원시장안구 화서동 71-27,경기도,수원시장안구
1013,화성남양점,경기도 화성시 남양면 남양리 1267-11,경기도,화성시
1014,화성송산점,경기도 화성시 수노을1로191 상가3동 105호,경기도,화성시
1015,화성시청점,경기도 화성시 남양읍 역골로 3-20 ,경기도,화성시
1016,화순점,전라남도 화순군 화순읍 광덕로 142,전라남도,화순군
1017,화양동점,"서울특별시 광진구 능동로13길 70(화양동, 1층)",서울특별시,광진구
1018,화원점,"대구광역시 달성군 화원읍 화원로2길, 27",대구광역시,달성군
1019,화정점,광주광역시 서구 화정동 766-1,광주광역시,서구
1020,환호점,경상북도 포항시북구 삼호로 458,경상북도,포항시북구
1021,황간점,충청북도 영동군 황간면 남성리 558-1,충청북도,영동군
1022,황성점,경상북도 경주시 용담로92번길 43-4,경상북도,경주시
1023,황제점,대구광역시 서구 내당동 69-26,대구광역시,서구
1024,회원교방점,경상남도 창원시마산회원구 회원남로 39-1,경상남도,창원시마산회원구
1025,횡성점,강원도 횡성군 횡성읍 태기로 35,강원도,횡성군
1026,횡성중앙점,"강원도 횡성군 횡성읍 문정로19번길, 13-3",강원도,횡성군
1027,효가리점,"강원도 동해시 청운로 71(쇄운동, 104)",강원도,동해시
1028,효돈점,제주특별자치도 서귀포시 하효동 142-1,제주특별자치도,서귀포시
1029,효성1점,인천광역시 계양구 효성2동 273-91 층,인천광역시,계양구
1030,효성2점,인천광역시 계양구 효성1동 31-4,인천광역시,계양구
1031,효성점,인천광역시 남동구 백범로247번길 93-26,인천광역시,남동구
1032,효자점(포항),경상북도 포항시남구 효자동 119-1,경상북도,포항시남구
1033,후곡점,경기도 고양시일산서구 강선로 140,경기도,고양시일산서구
1034,후평2동점,강원도 춘천시 후만로 37,강원도,춘천시
1035,후포점,경상북도 울진군 후포면 후포리 623-130,경상북도,울진군
1036,훼미리점,"서울특별시 송파구 중대로 24(문정동, 훼미리상가125호)",서울특별시,송파구
1037,휴천점,경상북도 영주시 휴천2동 303-21,경상북도,영주시
1038,흑석동점,서울특별시 동작구 흑석동 96-3,서울특별시,동작구
1039,흥업점,강원도 원주시 흥업면 남원로 82,강원도,원주시
1040,흰돌점,경기도 고양시일산동구 일산로 11  ,경기도,고양시일산동구
1041,CNTTEST,00 18 신사동 주소,00,18
